sample_id,label,strategy,severity,mode,img_sign,cosine,hybrid_score,vote,correct
pair_10,same,amplitude_drop,0.1,hybrid,1.000000,0.961561,0.990390,MATCH,1
pair_10,same,amplitude_drop,0.2,img_only,1.000000,0.908448,0.977112,MATCH,1
pair_10,same,amplitude_drop,0.2,cosine_only,1.000000,0.908448,0.977112,MATCH,1
pair_10,same,amplitude_drop,0.2,hybrid,1.000000,0.908448,0.977112,MATCH,1
pair_10,same,amplitude_drop,0.4,img_only,0.992110,0.769232,0.938363,MATCH,1
pair_10,same,amplitude_drop,0.4,cosine_only,0.992110,0.769232,0.938363,MATCH,1
pair_10,same,amplitude_drop,0.4,hybrid,0.992110,0.769232,0.938363,MATCH,1
pair_11,different,random_noise,0.05,img_only,0.087771,-0.018903,0.289160,DIFFERENT,1
pair_11,different,random_noise,0.05,cosine_only,0.087771,-0.018903,0.289160,DIFFERENT,1
pair_11,different,random_noise,0.05,hybrid,0.087771,-0.018903,0.289160,DIFFERENT,1
pair_11,different,random_noise,0.1,img_only,0.083826,-0.017195,0.287615,DIFFERENT,1
pair_11,different,random_noise,0.1,cosine_only,0.083826,-0.017195,0.287615,DIFFERENT,1
pair_11,different,random_noise,0.1,hybrid,0.083826,-0.017195,0.287615,DIFFERENT,1
pair_11,different,random_noise,0.2,img_only,0.092702,-0.008052,0.294338,DIFFERENT,1
pair_11,different,random_noise,0.2,cosine_only,0.092702,-0.008052,0.294338,DIFFERENT,1
pair_11,different,random_noise,0.2,hybrid,0.092702,-0.008052,0.294338,DIFFERENT,1
pair_11,different,random_noise,0.4,img_only,0.090730,-0.002827,0.294658,DIFFERENT,1
pair_11,different,random_noise,0.4,cosine_only,0.090730,-0.002827,0.294658,DIFFERENT,1
pair_11,different,random_noise,0.4,hybrid,0.090730,-0.002827,0.294658,DIFFERENT,1
pair_11,different,block_zero,0.05,img_only,0.074951,-0.024075,0.281457,DIFFERENT,1
pair_11,different,block_zero,0.05,cosine_only,0.074951,-0.024075,0.281457,DIFFERENT,1
pair_11,different,block_zero,0.05,hybrid,0.074951,-0.024075,0.281457,DIFFERENT,1
pair_11,different,block_zero,0.1,img_only,0.065089,-0.031510,0.274667,DIFFERENT,1
pair_11,different,block_zero,0.1,cosine_only,0.065089,-0.031510,0.274667,DIFFERENT,1
pair_11,different,block_zero,0.1,hybrid,0.065089,-0.031510,0.274667,DIFFERENT,1
pair_11,different,block_zero,0.2,img_only,0.064103,-0.020452,0.276938,DIFFERENT,1
pair_11,different,block_zero,0.2,cosine_only,0.064103,-0.020452,0.276938,DIFFERENT,1
pair_11,different,block_zero,0.2,hybrid,0.064103,-0.020452,0.276938,DIFFERENT,1
pair_11,different,block_zero,0.4,img_only,0.031558,-0.006328,0.264197,DIFFERENT,1
pair_11,different,block_zero,0.4,cosine_only,0.031558,-0.006328,0.264197,DIFFERENT,1
pair_11,different,block_zero,0.4,hybrid,0.031558,-0.006328,0.264197,DIFFERENT,1
pair_11,different,amplitude_drop,0.05,img_only,0.079882,-0.018263,0.285375,DIFFERENT,1
pair_11,different,amplitude_drop,0.05,cosine_only,0.079882,-0.018263,0.285375,DIFFERENT,1
pair_11,different,amplitude_drop,0.05,hybrid,0.079882,-0.018263,0.285375,DIFFERENT,1
pair_11,different,amplitude_drop,0.1,img_only,0.086785,-0.021419,0.288038,DIFFERENT,1
pair_11,different,amplitude_drop,0.1,cosine_only,0.086785,-0.021419,0.288038,DIFFERENT,1
pair_11,different,amplitude_drop,0.1,hybrid,0.086785,-0.021419,0.288038,DIFFERENT,1
pair_11,different,amplitude_drop,0.2,img_only,0.068047,-0.008704,0.281848,DIFFERENT,1
pair_11,different,amplitude_drop,0.2,cosine_only,0.068047,-0.008704,0.281848,DIFFERENT,1
pair_11,different,amplitude_drop,0.2,hybrid,0.068047,-0.008704,0.281848,DIFFERENT,1
pair_11,different,amplitude_drop,0.4,img_only,0.040434,-0.032754,0.262028,DIFFERENT,1
pair_11,different,amplitude_drop,0.4,cosine_only,0.040434,-0.032754,0.262028,DIFFERENT,1
pair_11,different,amplitude_drop,0.4,hybrid,0.040434,-0.032754,0.262028,DIFFERENT,1
pair_1,different,random_noise,0.05,img_only,0.101578,0.038336,0.310373,DIFFERENT,1
pair_1,different,random_noise,0.05,cosine_only,0.101578,0.038336,0.310373,DIFFERENT,1
pair_1,different,random_noise,0.05,hybrid,0.101578,0.038336,0.310373,DIFFERENT,1
pair_1,different,random_noise,0.1,img_only,0.096647,0.039516,0.308202,DIFFERENT,1
pair_1,different,random_noise,0.1,cosine_only,0.096647,0.039516,0.308202,DIFFERENT,1
pair_1,different,random_noise,0.1,hybrid,0.096647,0.039516,0.308202,DIFFERENT,1
pair_1,different,random_noise,0.2,img_only,0.112426,0.042819,0.316918,DIFFERENT,1
pair_1,different,random_noise,0.2,cosine_only,0.112426,0.042819,0.316918,DIFFERENT,1
pair_1,different,random_noise,0.2,hybrid,0.112426,0.042819,0.316918,DIFFERENT,1
pair_1,different,random_noise,0.4,img_only,0.092702,0.036537,0.305485,DIFFERENT,1
pair_1,different,random_noise,0.4,cosine_only,0.092702,0.036537,0.305485,DIFFERENT,1
pair_1,different,random_noise,0.4,hybrid,0.092702,0.036537,0.305485,DIFFERENT,1
pair_1,different,block_zero,0.05,img_only,0.098619,0.041033,0.309568,DIFFERENT,1
pair_1,different,block_zero,0.05,cosine_only,0.098619,0.041033,0.309568,DIFFERENT,1
pair_1,different,block_zero,0.05,hybrid,0.098619,0.041033,0.309568,DIFFERENT,1
pair_1,different,block_zero,0.1,img_only,0.069034,0.039774,0.294460,DIFFERENT,1
pair_1,different,block_zero,0.1,cosine_only,0.069034,0.039774,0.294460,DIFFERENT,1
pair_1,different,block_zero,0.1,hybrid,0.069034,0.039774,0.294460,DIFFERENT,1
pair_1,different,block_zero,0.2,img_only,0.040434,0.021819,0.275672,DIFFERENT,1
pair_1,different,block_zero,0.2,cosine_only,0.040434,0.021819,0.275672,DIFFERENT,1
pair_1,different,block_zero,0.2,hybrid,0.040434,0.021819,0.275672,DIFFERENT,1
pair_1,different,block_zero,0.4,img_only,0.061144,-0.003891,0.279599,DIFFERENT,1
pair_1,different,block_zero,0.4,cosine_only,0.061144,-0.003891,0.279599,DIFFERENT,1
pair_1,different,block_zero,0.4,hybrid,0.061144,-0.003891,0.279599,DIFFERENT,1
pair_1,different,amplitude_drop,0.05,img_only,0.101578,0.045948,0.312276,DIFFERENT,1
pair_1,different,amplitude_drop,0.05,cosine_only,0.101578,0.045948,0.312276,DIFFERENT,1
pair_1,different,amplitude_drop,0.05,hybrid,0.101578,0.045948,0.312276,DIFFERENT,1
pair_1,different,amplitude_drop,0.1,img_only,0.091716,0.025331,0.302191,DIFFERENT,1
pair_1,different,amplitude_drop,0.1,cosine_only,0.091716,0.025331,0.302191,DIFFERENT,1
pair_1,different,amplitude_drop,0.1,hybrid,0.091716,0.025331,0.302191,DIFFERENT,1
pair_1,different,amplitude_drop,0.2,img_only,0.081854,0.027503,0.297803,DIFFERENT,1
pair_1,different,amplitude_drop,0.2,cosine_only,0.081854,0.027503,0.297803,DIFFERENT,1
pair_1,different,amplitude_drop,0.2,hybrid,0.081854,0.027503,0.297803,DIFFERENT,1
pair_1,different,amplitude_drop,0.4,img_only,0.044379,0.012485,0.275311,DIFFERENT,1
pair_1,different,amplitude_drop,0.4,cosine_only,0.044379,0.012485,0.275311,DIFFERENT,1
pair_1,different,amplitude_drop,0.4,hybrid,0.044379,0.012485,0.275311,DIFFERENT,1
pair_2,same,random_noise,0.05,img_only,1.000000,0.998560,0.999640,MATCH,1
pair_2,same,random_noise,0.05,cosine_only,1.000000,0.998560,0.999640,MATCH,1
pair_2,same,random_noise,0.05,hybrid,1.000000,0.998560,0.999640,MATCH,1
pair_2,same,random_noise,0.1,img_only,1.000000,0.997812,0.999453,MATCH,1
pair_2,same,random_noise,0.1,cosine_only,1.000000,0.997812,0.999453,MATCH,1
pair_2,same,random_noise,0.1,hybrid,1.000000,0.997812,0.999453,MATCH,1
pair_2,same,random_noise,0.2,img_only,1.000000,0.991172,0.997793,MATCH,1
pair_2,same,random_noise,0.2,cosine_only,1.000000,0.991172,0.997793,MATCH,1
pair_2,same,random_noise,0.2,hybrid,1.000000,0.991172,0.997793,MATCH,1
pair_2,same,random_noise,0.4,img_only,0.987179,0.935603,0.977490,MATCH,1
pair_2,same,random_noise,0.4,cosine_only,0.987179,0.935603,0.977490,MATCH,1
pair_2,same,random_noise,0.4,hybrid,0.987179,0.935603,0.977490,MATCH,1
pair_2,same,block_zero,0.05,img_only,0.903353,0.948443,0.938787,MATCH,1
pair_2,same,block_zero,0.05,cosine_only,0.903353,0.948443,0.938787,MATCH,1
pair_2,same,block_zero,0.05,hybrid,0.903353,0.948443,0.938787,MATCH,1
pair_2,same,block_zero,0.1,img_only,0.801775,0.871710,0.868815,MATCH,1
pair_2,same,block_zero,0.1,cosine_only,0.801775,0.871710,0.868815,MATCH,1
pair_2,same,block_zero,0.1,hybrid,0.801775,0.871710,0.868815,MATCH,1
pair_2,same,block_zero,0.2,img_only,0.683432,0.855349,0.805553,UNCERTAIN,0
pair_2,same,block_zero,0.2,cosine_only,0.683432,0.855349,0.805553,MATCH,1
pair_2,same,block_zero,0.2,hybrid,0.683432,0.855349,0.805553,MATCH,1
pair_2,same,block_zero,0.4,img_only,0.290927,0.503613,0.521367,DIFFERENT,0
pair_2,same,block_zero,0.4,cosine_only,0.290927,0.503613,0.521367,UNCERTAIN,0
pair_2,same,block_zero,0.4,hybrid,0.290927,0.503613,0.521367,DIFFERENT,0
pair_2,same,amplitude_drop,0.05,img_only,1.000000,0.980382,0.995096,MATCH,1
pair_2,same,amplitude_drop,0.05,cosine_only,1.000000,0.980382,0.995096,MATCH,1
pair_2,same,amplitude_drop,0.05,hybrid,1.000000,0.980382,0.995096,MATCH,1
pair_2,same,amplitude_drop,0.1,img_only,1.000000,0.964750,0.991187,MATCH,1
pair_2,same,amplitude_drop,0.1,cosine_only,1.000000,0.964750,0.991187,MATCH,1
pair_2,same,amplitude_drop,0.1,hybrid,1.000000,0.964750,0.991187,MATCH,1
pair_2,same,amplitude_drop,0.2,img_only,1.000000,0.926928,0.981732,MATCH,1
pair_2,same,amplitude_drop,0.2,cosine_only,1.000000,0.926928,0.981732,MATCH,1
pair_2,same,amplitude_drop,0.2,hybrid,1.000000,0.926928,0.981732,MATCH,1
pair_2,same,amplitude_drop,0.4,img_only,0.996055,0.795824,0.946984,MATCH,1
pair_2,same,amplitude_drop,0.4,cosine_only,0.996055,0.795824,0.946984,MATCH,1
pair_2,same,amplitude_drop,0.4,hybrid,0.996055,0.795824,0.946984,MATCH,1
pair_3,different,random_noise,0.05,img_only,0.098619,0.004916,0.300539,DIFFERENT,1
pair_3,different,random_noise,0.05,cosine_only,0.098619,0.004916,0.300539,DIFFERENT,1
pair_3,different,random_noise,0.05,hybrid,0.098619,0.004916,0.300539,DIFFERENT,1
pair_3,different,random_noise,0.1,img_only,0.094675,0.003469,0.298205,DIFFERENT,1
pair_3,different,random_noise,0.1,cosine_only,0.094675,0.003469,0.298205,DIFFERENT,1
pair_3,different,random_noise,0.1,hybrid,0.094675,0.003469,0.298205,DIFFERENT,1
pair_3,different,random_noise,0.2,img_only,0.098619,0.006280,0.300880,DIFFERENT,1
pair_3,different,random_noise,0.2,cosine_only,0.098619,0.006280,0.300880,DIFFERENT,1
pair_3,different,random_noise,0.2,hybrid,0.098619,0.006280,0.300880,DIFFERENT,1
pair_3,different,random_noise,0.4,img_only,0.080868,-0.013736,0.287000,DIFFERENT,1
pair_3,different,random_noise,0.4,cosine_only,0.080868,-0.013736,0.287000,DIFFERENT,1
pair_3,different,random_noise,0.4,hybrid,0.080868,-0.013736,0.287000,DIFFERENT,1
pair_3,different,block_zero,0.05,img_only,0.088757,0.009401,0.296729,DIFFERENT,1
pair_3,different,block_zero,0.05,cosine_only,0.088757,0.009401,0.296729,DIFFERENT,1
pair_3,different,block_zero,0.05,hybrid,0.088757,0.009401,0.296729,DIFFERENT,1
pair_3,different,block_zero,0.1,img_only,0.070020,-0.008346,0.282923,DIFFERENT,1
pair_3,different,block_zero,0.1,cosine_only,0.070020,-0.008346,0.282923,DIFFERENT,1
pair_3,different,block_zero,0.1,hybrid,0.070020,-0.008346,0.282923,DIFFERENT,1
pair_3,different,block_zero,0.2,img_only,0.066075,0.024628,0.289195,DIFFERENT,1
pair_3,different,block_zero,0.2,cosine_only,0.066075,0.024628,0.289195,DIFFERENT,1
pair_3,different,block_zero,0.2,hybrid,0.066075,0.024628,0.289195,DIFFERENT,1
pair_3,different,block_zero,0.4,img_only,0.061144,0.025814,0.287026,DIFFERENT,1
pair_3,different,block_zero,0.4,cosine_only,0.061144,0.025814,0.287026,DIFFERENT,1
pair_3,different,block_zero,0.4,hybrid,0.061144,0.025814,0.287026,DIFFERENT,1
pair_3,different,amplitude_drop,0.05,img_only,0.100592,0.002465,0.300912,DIFFERENT,1
pair_3,different,amplitude_drop,0.05,cosine_only,0.100592,0.002465,0.300912,DIFFERENT,1
pair_3,different,amplitude_drop,0.05,hybrid,0.100592,0.002465,0.300912,DIFFERENT,1
pair_3,different,amplitude_drop,0.1,img_only,0.085799,0.002159,0.293439,DIFFERENT,1
pair_3,different,amplitude_drop,0.1,cosine_only,0.085799,0.002159,0.293439,DIFFERENT,1
pair_3,different,amplitude_drop,0.1,hybrid,0.085799,0.002159,0.293439,DIFFERENT,1
pair_3,different,amplitude_drop,0.2,img_only,0.073964,0.009030,0.289240,DIFFERENT,1
pair_3,different,amplitude_drop,0.2,cosine_only,0.073964,0.009030,0.289240,DIFFERENT,1
pair_3,different,amplitude_drop,0.2,hybrid,0.073964,0.009030,0.289240,DIFFERENT,1
pair_3,different,amplitude_drop,0.4,img_only,0.052268,0.025851,0.282597,DIFFERENT,1
pair_3,different,amplitude_drop,0.4,cosine_only,0.052268,0.025851,0.282597,DIFFERENT,1
pair_3,different,amplitude_drop,0.4,hybrid,0.052268,0.025851,0.282597,DIFFERENT,1
pair_4,same,random_noise,0.05,img_only,1.000000,0.998689,0.999672,MATCH,1
pair_4,same,random_noise,0.05,cosine_only,1.000000,0.998689,0.999672,MATCH,1
pair_4,same,random_noise,0.05,hybrid,1.000000,0.998689,0.999672,MATCH,1
pair_4,same,random_noise,0.1,img_only,1.000000,0.997703,0.999426,MATCH,1
pair_4,same,random_noise,0.1,cosine_only,1.000000,0.997703,0.999426,MATCH,1
pair_4,same,random_noise,0.1,hybrid,1.000000,0.997703,0.999426,MATCH,1
pair_4,same,random_noise,0.2,img_only,1.000000,0.991620,0.997905,MATCH,1
pair_4,same,random_noise,0.2,cosine_only,1.000000,0.991620,0.997905,MATCH,1
pair_4,same,random_noise,0.2,hybrid,1.000000,0.991620,0.997905,MATCH,1
pair_4,same,random_noise,0.4,img_only,0.989152,0.934273,0.978144,MATCH,1
pair_4,same,random_noise,0.4,cosine_only,0.989152,0.934273,0.978144,MATCH,1
pair_4,same,random_noise,0.4,hybrid,0.989152,0.934273,0.978144,MATCH,1
pair_4,same,block_zero,0.05,img_only,0.902367,0.949397,0.938533,MATCH,1
pair_4,same,block_zero,0.05,cosine_only,0.902367,0.949397,0.938533,MATCH,1
pair_4,same,block_zero,0.05,hybrid,0.902367,0.949397,0.938533,MATCH,1
pair_4,same,block_zero,0.1,img_only,0.797830,0.877871,0.868383,MATCH,1
pair_4,same,block_zero,0.1,cosine_only,0.797830,0.877871,0.868383,MATCH,1
pair_4,same,block_zero,0.1,hybrid,0.797830,0.877871,0.868383,MATCH,1
pair_4,same,block_zero,0.2,img_only,0.599606,0.744436,0.735912,DIFFERENT,0
pair_4,same,block_zero,0.2,cosine_only,0.599606,0.744436,0.735912,MATCH,1
pair_4,same,block_zero,0.2,hybrid,0.599606,0.744436,0.735912,UNCERTAIN,0
pair_4,same,block_zero,0.4,img_only,0.485207,0.830939,0.700338,DIFFERENT,0
pair_4,same,block_zero,0.4,cosine_only,0.485207,0.830939,0.700338,MATCH,1
pair_4,same,block_zero,0.4,hybrid,0.485207,0.830939,0.700338,UNCERTAIN,0
pair_4,same,amplitude_drop,0.05,img_only,1.000000,0.986314,0.996578,MATCH,1
pair_4,same,amplitude_drop,0.05,cosine_only,1.000000,0.986314,0.996578,MATCH,1
pair_4,same,amplitude_drop,0.05,hybrid,1.000000,0.986314,0.996578,MATCH,1
pair_4,same,amplitude_drop,0.1,img_only,1.000000,0.962815,0.990704,MATCH,1
pair_4,same,amplitude_drop,0.1,cosine_only,1.000000,0.962815,0.990704,MATCH,1
pair_4,same,amplitude_drop,0.1,hybrid,1.000000,0.962815,0.990704,MATCH,1
pair_4,same,amplitude_drop,0.2,img_only,0.999014,0.926192,0.981055,MATCH,1
pair_4,same,amplitude_drop,0.2,cosine_only,0.999014,0.926192,0.981055,MATCH,1
pair_4,same,amplitude_drop,0.2,hybrid,0.999014,0.926192,0.981055,MATCH,1
pair_4,same,amplitude_drop,0.4,img_only,0.989152,0.790014,0.942079,MATCH,1
pair_4,same,amplitude_drop,0.4,cosine_only,0.989152,0.790014,0.942079,MATCH,1
pair_4,same,amplitude_drop,0.4,hybrid,0.989152,0.790014,0.942079,MATCH,1
pair_5,different,random_noise,0.05,img_only,0.089744,0.019812,0.299825,DIFFERENT,1
pair_5,different,random_noise,0.05,cosine_only,0.089744,0.019812,0.299825,DIFFERENT,1
pair_5,different,random_noise,0.05,hybrid,0.089744,0.019812,0.299825,DIFFERENT,1
pair_5,different,random_noise,0.1,img_only,0.087771,0.018296,0.298460,DIFFERENT,1
pair_5,different,random_noise,0.1,cosine_only,0.087771,0.018296,0.298460,DIFFERENT,1
pair_5,different,random_noise,0.1,hybrid,0.087771,0.018296,0.298460,DIFFERENT,1
pair_5,different,random_noise,0.2,img_only,0.086785,0.019030,0.298150,DIFFERENT,1
pair_5,different,random_noise,0.2,cosine_only,0.086785,0.019030,0.298150,DIFFERENT,1
pair_5,different,random_noise,0.2,hybrid,0.086785,0.019030,0.298150,DIFFERENT,1
pair_5,different,random_noise,0.4,img_only,0.105523,0.012769,0.305953,DIFFERENT,1
pair_5,different,random_noise,0.4,cosine_only,0.105523,0.012769,0.305953,DIFFERENT,1
pair_5,different,random_noise,0.4,hybrid,0.105523,0.012769,0.305953,DIFFERENT,1
pair_5,different,block_zero,0.05,img_only,0.071006,0.010804,0.288204,DIFFERENT,1
pair_5,different,block_zero,0.05,cosine_only,0.071006,0.010804,0.288204,DIFFERENT,1
pair_5,different,block_zero,0.05,hybrid,0.071006,0.010804,0.288204,DIFFERENT,1
pair_5,different,block_zero,0.1,img_only,0.071992,0.007167,0.287788,DIFFERENT,1
pair_5,different,block_zero,0.1,cosine_only,0.071992,0.007167,0.287788,DIFFERENT,1
pair_5,different,block_zero,0.1,hybrid,0.071992,0.007167,0.287788,DIFFERENT,1
pair_5,different,block_zero,0.2,img_only,0.037475,0.009385,0.271084,DIFFERENT,1
pair_5,different,block_zero,0.2,cosine_only,0.037475,0.009385,0.271084,DIFFERENT,1
pair_5,different,block_zero,0.2,hybrid,0.037475,0.009385,0.271084,DIFFERENT,1
pair_5,different,block_zero,0.4,img_only,0.022682,0.004590,0.262489,DIFFERENT,1
pair_5,different,block_zero,0.4,cosine_only,0.022682,0.004590,0.262489,DIFFERENT,1
pair_5,different,block_zero,0.4,hybrid,0.022682,0.004590,0.262489,DIFFERENT,1
pair_5,different,amplitude_drop,0.05,img_only,0.091716,0.017320,0.300188,DIFFERENT,1
pair_5,different,amplitude_drop,0.05,cosine_only,0.091716,0.017320,0.300188,DIFFERENT,1
pair_5,different,amplitude_drop,0.05,hybrid,0.091716,0.017320,0.300188,DIFFERENT,1
pair_5,different,amplitude_drop,0.1,img_only,0.079882,0.018673,0.294609,DIFFERENT,1
pair_5,different,amplitude_drop,0.1,cosine_only,0.079882,0.018673,0.294609,DIFFERENT,1
pair_5,different,amplitude_drop,0.1,hybrid,0.079882,0.018673,0.294609,DIFFERENT,1
pair_5,different,amplitude_drop,0.2,img_only,0.079882,0.022322,0.295521,DIFFERENT,1
pair_5,different,amplitude_drop,0.2,cosine_only,0.079882,0.022322,0.295521,DIFFERENT,1
pair_5,different,amplitude_drop,0.2,hybrid,0.079882,0.022322,0.295521,DIFFERENT,1
pair_5,different,amplitude_drop,0.4,img_only,0.062130,0.032597,0.289214,DIFFERENT,1
pair_5,different,amplitude_drop,0.4,cosine_only,0.062130,0.032597,0.289214,DIFFERENT,1
pair_5,different,amplitude_drop,0.4,hybrid,0.062130,0.032597,0.289214,DIFFERENT,1
pair_6,same,random_noise,0.05,img_only,1.000000,0.998495,0.999624,MATCH,1
pair_6,same,random_noise,0.05,cosine_only,1.000000,0.998495,0.999624,MATCH,1
pair_6,same,random_noise,0.05,hybrid,1.000000,0.998495,0.999624,MATCH,1
pair_6,same,random_noise,0.1,img_only,1.000000,0.997709,0.999427,MATCH,1
pair_6,same,random_noise,0.1,cosine_only,1.000000,0.997709,0.999427,MATCH,1
pair_6,same,random_noise,0.1,hybrid,1.000000,0.997709,0.999427,MATCH,1
pair_6,same,random_noise,0.2,img_only,1.000000,0.991209,0.997802,MATCH,1
pair_6,same,random_noise,0.2,cosine_only,1.000000,0.991209,0.997802,MATCH,1
pair_6,same,random_noise,0.2,hybrid,1.000000,0.991209,0.997802,MATCH,1
pair_6,same,random_noise,0.4,img_only,0.998028,0.944644,0.985175,MATCH,1
pair_6,same,random_noise,0.4,cosine_only,0.998028,0.944644,0.985175,MATCH,1
pair_6,same,random_noise,0.4,hybrid,0.998028,0.944644,0.985175,MATCH,1
pair_6,same,block_zero,0.05,img_only,0.894477,0.944434,0.933347,MATCH,1
pair_6,same,block_zero,0.05,cosine_only,0.894477,0.944434,0.933347,MATCH,1
pair_6,same,block_zero,0.05,hybrid,0.894477,0.944434,0.933347,MATCH,1
pair_6,same,block_zero,0.1,img_only,0.799803,0.892925,0.873133,MATCH,1
